% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=924498, Tue Jul 26 18:08:17 2022, <python>{}</python>
1 10 0.44954239617635533 1.0000437509570452 64.59996202584902 6.4599962025849024e+01 322.7947893554281 555.8661374125699   
2 20 0.3743967372594868 1.158824566746084 35.54143561805557 3.5541435618055573e+01 175.46242473084178 1171.1440200396269   
3 30 0.32399523922173407 1.2165446861630493 20.375465442991807 2.0375465442991807e+01 112.57769267901728 295.4854533172734   
4 40 0.28872709246236905 1.250636419346131 20.375465442991807 2.9283342433445810e+01 87.77187323982977 235.34168343224115   
5 50 0.2698732876989141 1.3386747112812027 20.375465442991807 5.4742445209301081e+01 83.85203609224263 198.5526895550572   
6 60 0.2371062040128858 1.3765014248410643 18.258114560071114 1.8258114560071114e+01 78.39360182987139 198.0290252375313   
7 70 0.2130370083311473 1.354767490878831 18.258114560071114 1.9117615175865851e+01 56.954625687756774 107.52431257715546   
8 80 0.19142293395221127 1.3547585595853702 13.790950370892418 1.3790950370892418e+01 32.024628432012065 50.89703854589909   
9 90 0.1711959339540279 1.3681428504929836 11.556802561804437 1.1556802561804437e+01 28.28860810046351 39.163539753965274   
10 100 0.1497971888287087 1.323467185972913 11.556802561804437 1.3578877536889255e+01 30.233651567048263 47.83583210235138   
11 110 0.1412269505409734 1.3705486282834263 11.556802561804437 1.6382027762201016e+01 28.092539477332696 62.62757858820926   
12 120 0.14287201527502844 1.3974443759192516 11.556802561804437 1.4740032476554347e+01 22.1205187640994 43.23725990915821   
13 130 0.13059312309590826 1.4226764600915325 11.556802561804437 1.2387991027017753e+01 21.23637260171192 37.71982034786585   
14 140 0.12223801813676376 1.4029920132725215 9.6298314398377 9.6298314398376998e+00 20.215104089378126 31.80884936518668   
15 150 0.10898679980284719 1.464647656478258 9.6298314398377 1.0443149173861594e+01 14.878692931525535 19.520645077005906   
16 160 0.09348839180676084 1.5198583508037076 9.6298314398377 1.0694209331106524e+01 17.58416443609796 25.416521389169517   
